#Distance_(Ang) @%OW_=>_@%OW
          0.025     0.000000
          0.075     0.000000
          0.125     0.000000
          0.175     0.000000
          0.225     0.000000
          0.275     0.000000
          0.325     0.000000
          0.375     0.000000
          0.425     0.000000
          0.475     0.000000
          0.525     0.000000
          0.575     0.000000
          0.625     0.000000
          0.675     0.000000
          0.725     0.000000
          0.775     0.000000
          0.825     0.000000
          0.875     0.000000
          0.925     0.000000
          0.975     0.000000
          1.025     0.000000
          1.075     0.000000
          1.125     0.000000
          1.175     0.000000
          1.225     0.000000
          1.275     0.000000
          1.325     0.000000
          1.375     0.000000
          1.425     0.000000
          1.475     0.000000
          1.525     0.000000
          1.575     0.000000
          1.625     0.000000
          1.675     0.000000
          1.725     0.000000
          1.775     0.000000
          1.825     0.000000
          1.875     0.000000
          1.925     0.000000
          1.975     0.000000
          2.025     0.000000
          2.075     0.000000
          2.125     0.000000
          2.175     0.000000
          2.225     0.000000
          2.275     0.000053
          2.325     0.001509
          2.375     0.033107
          2.425     0.279518
          2.475     1.102996
          2.525     2.406048
          2.575     3.431476
          2.625     3.635820
          2.675     3.120914
          2.725     2.398447
          2.775     1.680687
          2.825     1.166460
          2.875     0.790237
          2.925     0.565797
          2.975     0.431581
          3.025     0.373051
          3.075     0.341527
          3.125     0.340845
          3.175     0.360370
          3.225     0.384278
          3.275     0.409713
          3.325     0.442159
          3.375     0.470513
          3.425     0.496733
          3.475     0.516713
          3.525     0.540399
          3.575     0.559526
          3.625     0.583481
          3.675     0.604123
          3.725     0.626686
          3.775     0.657558
          3.825     0.684495
          3.875     0.713253
          3.925     0.736310
          3.975     0.750402
          4.025     0.771104
          4.075     0.780830
          4.125     0.768454
          4.175     0.762073
          4.225     0.747189
          4.275     0.741430
          4.325     0.714693
          4.375     0.695411
          4.425     0.679438
          4.475     0.651146
          4.525     0.640858
          4.575     0.612628
          4.625     0.591371
          4.675     0.575257
          4.725     0.553479
          4.775     0.540101
          4.825     0.520324
          4.875     0.502328
          4.925     0.481074
          4.975     0.467686
          5.025     0.452956
          5.075     0.439294
          5.125     0.422857
          5.175     0.409975
          5.225     0.397268
          5.275     0.386382
          5.325     0.369756
          5.375     0.363276
          5.425     0.357793
          5.475     0.354570
          5.525     0.354041
          5.575     0.357594
          5.625     0.357812
          5.675     0.362727
          5.725     0.364745
          5.775     0.364529
          5.825     0.370972
          5.875     0.371978
          5.925     0.372161
          5.975     0.368349
          6.025     0.374070
          6.075     0.372276
          6.125     0.369506
          6.175     0.367709
          6.225     0.367564
          6.275     0.363152
          6.325     0.358453
          6.375     0.355762
          6.425     0.351458
          6.475     0.347542
          6.525     0.343085
          6.575     0.335070
          6.625     0.325504
          6.675     0.319188
          6.725     0.314519
          6.775     0.301567
          6.825     0.293343
          6.875     0.288223
          6.925     0.280397
          6.975     0.272223
          7.025     0.264275
          7.075     0.259016
          7.125     0.252095
          7.175     0.246508
          7.225     0.240733
          7.275     0.233820
          7.325     0.230932
          7.375     0.224288
          7.425     0.219325
          7.475     0.215895
          7.525     0.212483
          7.575     0.208413
          7.625     0.206783
          7.675     0.202039
          7.725     0.198489
          7.775     0.194892
          7.825     0.191761
          7.875     0.186603
          7.925     0.186368
          7.975     0.179440
          8.025     0.176603
          8.075     0.171213
          8.125     0.166126
          8.175     0.164125
          8.225     0.156932
          8.275     0.153557
          8.325     0.148878
          8.375     0.143943
          8.425     0.140758
          8.475     0.136554
          8.525     0.132070
          8.575     0.129917
          8.625     0.125937
          8.675     0.121250
          8.725     0.117047
          8.775     0.113418
          8.825     0.110716
          8.875     0.106953
          8.925     0.104427
          8.975     0.098987
          9.025     0.096669
          9.075     0.094095
          9.125     0.089867
          9.175     0.088009
          9.225     0.083349
          9.275     0.080860
          9.325     0.078341
          9.375     0.075312
          9.425     0.071660
          9.475     0.068326
          9.525     0.067086
          9.575     0.064092
          9.625     0.061421
          9.675     0.059774
          9.725     0.056816
          9.775     0.055994
          9.825     0.052753
          9.875     0.050634
          9.925     0.048133
          9.975     0.046766
         10.025     0.045244
         10.075     0.042597
         10.125     0.040883
         10.175     0.039351
         10.225     0.037467
         10.275     0.035440
         10.325     0.034434
         10.375     0.032153
         10.425     0.030943
         10.475     0.029595
         10.525     0.028345
         10.575     0.026301
         10.625     0.024706
         10.675     0.024033
         10.725     0.022910
         10.775     0.021794
         10.825     0.020342
         10.875     0.019544
         10.925     0.018330
         10.975     0.017143
         11.025     0.016185
         11.075     0.015496
         11.125     0.014283
         11.175     0.013426
         11.225     0.012470
         11.275     0.011987
         11.325     0.011267
         11.375     0.010645
         11.425     0.010179
         11.475     0.009381
         11.525     0.009193
         11.575     0.008546
         11.625     0.007736
         11.675     0.007469
         11.725     0.007168
         11.775     0.006878
         11.825     0.006322
         11.875     0.005758
         11.925     0.005540
         11.975     0.005101
         12.025     0.004814
         12.075     0.004745
         12.125     0.004391
         12.175     0.004053
         12.225     0.003643
         12.275     0.003570
         12.325     0.003282
         12.375     0.003066
         12.425     0.002845
         12.475     0.002713
         12.525     0.002414
         12.575     0.002333
         12.625     0.002227
         12.675     0.001890
         12.725     0.001810
         12.775     0.001579
         12.825     0.001525
         12.875     0.001527
         12.925     0.001308
         12.975     0.001356
         13.025     0.001158
         13.075     0.001046
         13.125     0.000873
         13.175     0.000811
         13.225     0.000810
         13.275     0.000696
         13.325     0.000640
         13.375     0.000634
         13.425     0.000566
         13.475     0.000521
         13.525     0.000462
         13.575     0.000429
         13.625     0.000395
         13.675     0.000371
         13.725     0.000323
         13.775     0.000258
         13.825     0.000226
         13.875     0.000203
         13.925     0.000220
         13.975     0.000192
         14.025     0.000158
         14.075     0.000156
         14.125     0.000135
         14.175     0.000130
         14.225     0.000110
         14.275     0.000100
         14.325     0.000079
         14.375     0.000070
         14.425     0.000080
         14.475     0.000069
         14.525     0.000061
         14.575     0.000051
         14.625     0.000047
         14.675     0.000042
         14.725     0.000048
         14.775     0.000035
         14.825     0.000037
         14.875     0.000027
         14.925     0.000020
         14.975     0.000030
         15.025     0.000012
         15.075     0.000019
         15.125     0.000023
         15.175     0.000015
         15.225     0.000020
         15.275     0.000003
         15.325     0.000006
         15.375     0.000005
         15.425     0.000006
         15.475     0.000006
         15.525     0.000003
         15.575     0.000001
         15.625     0.000003
         15.675     0.000001
         15.725     0.000005
